date,video_id,title,published_at,duration,total_views,daily_views,like_count,comment_count,category_id,live_broadcast_content,privacy_status,upload_status,tags
2026-06-25,Nx-5bHeC6xo,"""Sparks Fly"" (acoustic) Live on the RED Tour!",2013-03-15T21:08:37Z,PT49S,782020,51,19464,945,10,none,public,processed,"[""taylor"", ""swift"", ""sparks"", ""fly"", ""live"", ""red"", ""tour"", ""omaha""]"
2026-06-25,t0Yf43ONyNo,All Too Well (The Short Film) | Official Trailer,2021-11-05T12:52:19Z,PT31S,1767708,50,200675,13174,10,none,public,processed,[]
2026-06-25,sViZJopFdYg,Taylor Swift - willow (dancing witch version) - [yule log],2020-12-17T20:45:06Z,PT3M5S,531877,49,27335,1626,10,none,public,processed,[]
2026-06-25,hKcEdTPOGGw,Lover Album Photoshoot: Behind The Scenes,2019-08-23T16:03:43Z,PT2M2S,2502905,48,62457,1757,10,none,public,processed,"[""Lover Photoshoot"", ""Taylor Swift"", ""Behind The Scenes"", ""Valheria Rocha"", ""Taylor Swift Lover Photoshoot"", ""Lover""]"
2026-06-25,-zymq4JgQ7E,Retainers.,2008-11-17T21:25:40Z,PT59S,3313283,48,76705,5138,10,none,public,processed,"[""Taylor"", ""Swift""]"
2026-06-25,jJeK0p1LanY,Look What You Made Me Do - The Birdcage,2017-09-21T14:56:22Z,PT5M28S,824008,47,25194,957,10,none,public,processed,"[""taylor swift"", ""the birdcage"", ""bird"", ""cage"", ""swift"", ""taylor"", ""tswift"", ""twsift"", ""look what you made me do"", ""look what"", ""lwymmd""]"
2026-06-25,FMDVWSqALRs,Taylor Swift - Change (Live),2009-06-16T21:48:32Z,PT4M27S,137781,47,693,73,10,none,public,processed,"[""Taylor"", ""Swift"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,IQL1vIP9sos,Taylor Swift - The Man (Behind The Scenes: The Umpire),2020-03-20T18:01:06Z,PT52S,894548,46,42663,1154,10,none,public,processed,"[""Taylor Swift"", ""The Man"", ""BTS"", ""Behind The Scenes"", ""The Umpire"", ""Lover""]"
2026-06-25,70Ps-GzbSfw,Shake It Off Outtakes Video #5 - The Twerkers and Finger Tutting (Behind-The-Scenes Video),2014-09-24T04:01:00Z,PT4M,8059553,46,60796,1843,10,none,public,processed,"[""Taylor"", ""Swift"", ""Shake"", ""Off"", ""Outtakes"", ""Video"", ""The"", ""Twerkers"", ""and"", ""Finger"", ""Tutting"", ""Big"", ""Machine"", ""Pop""]"
2026-06-25,RGJFqm1BnP4,Taylor Swift - Lover Remix Feat. Shawn Mendes (Snow Globe Lyric Video),2019-11-22T22:35:17Z,PT3M50S,2695103,45,113692,2447,10,none,public,processed,"[""Taylor"", ""Swift"", ""Lover"", ""(Remix"", ""Snow"", ""Globe"", ""Lyric"", ""Video)"", ""Pop""]"
2026-06-25,fJBFvNiJ4Kw,"First time hearing ""I Don't Wanna Live Forever (Fifty Shades Darker)"" on the radio",2017-02-01T20:03:05Z,PT49S,2949666,44,160516,4663,10,none,public,processed,"[""taylor swift"", ""zayn"", ""50 shades"", ""fifty shades darker"", ""i don't wanna live forever"", ""fifty shades""]"
2026-06-25,iTNZ-OzBoBo,Taylor Swift - willow (moonlit witch version) - [yule log],2020-12-17T21:53:54Z,PT3M29S,1007645,42,34738,1376,10,none,public,processed,[]
2026-06-25,M-M5SW8QvmY,"Taylor Swift Talks About ""Out Of The Woods""",2014-10-13T12:20:13Z,PT1M12S,1417019,40,24127,1053,10,none,public,processed,"[""Taylor Swift (Celebrity)"", ""Taylor"", ""swift"", ""out of the woods"", ""1989"", ""new single"", ""new song"", ""shake it off"", ""good morning america"", ""about out of the woods"", ""music"", ""Album"", ""New"", ""Singing"", ""Jack Antonoff (Composer)"", ""ITunes (Software)"", ""songwriting"", ""composing"", ""cut by cut"", ""track by track""]"
2026-06-25,LkkY2iaylmI,Wonderstruck Taylor Swift Chapter 2,2012-04-24T14:50:46Z,PT31S,960344,40,20080,1296,24,none,public,processed,"[""taylor"", ""swift"", ""wonderstruck"", ""fragrance"", ""perfume"", ""chapter"", ""scent""]"
2026-06-25,G2rSQF5Qx7k,FEARLESS Tour 2009,2009-04-24T21:26:31Z,PT2M23S,1063003,40,8809,1357,10,none,public,processed,"[""Taylor"", ""Swift"", ""Country"", ""FEARLESS"", ""Tour"", ""2009""]"
2026-06-25,RLmmqQNEM_I,You change your mind like a girl changes clothes.,2008-11-17T20:43:59Z,PT5M16S,1530970,40,22679,2098,10,none,public,processed,"[""Taylor"", ""Swift"", ""Kellie"", ""Pickler"", ""Katy"", ""Perry"", ""CMT"", ""Def"", ""Leppard""]"
2026-06-25,DJXfSaOJXOQ,Taylor Swift RED Tour Nashville Week,2013-10-08T22:41:00Z,PT8M48S,969200,39,16649,1088,10,none,public,processed,"[""Taylor Swift (Musical Artist)"", ""Nashville (City/Town/Village)"", ""Red Tour""]"
2026-06-25,Cd3v_pRgOp8,Taylor Swift - Anti-Hero (Jayda G Remix),2022-11-11T03:00:06Z,PT3M36S,741507,38,18608,708,10,none,public,processed,"[""taylor swift"", ""anti hero"", ""anti hero taylor swift"", ""antihero remix"", ""anti hero remix"", ""jayda g"", ""midnights remix""]"
2026-06-25,rghH6QlT5a0,"""I Knew You Were Trouble."" Behind-The-Scenes #1",2013-02-05T21:50:27Z,PT2M42S,964641,38,20118,870,10,none,public,processed,"[""taylor"", ""swift"", ""behind"", ""the"", ""scenes"", ""red"", ""album"", ""knew"", ""you"", ""were"", ""trouble"", ""when"", ""walked"", ""in"", ""music"", ""video""]"
2026-06-25,woiScNulLyE,Wonderstruck Taylor Swift Chapter 1,2011-09-29T00:24:46Z,PT33S,1699357,38,25737,2097,10,none,public,processed,"[""taylor"", ""swift"", ""wonderstruck"", ""wonder"", ""struck"", ""fragrance"", ""perfume"", ""spot"", ""commercial"", ""ad"", ""advertisement""]"
2026-06-25,J37Pitvp7RI,"Rehearsing ""I Don't Wanna Live Forever (Fifty Shades Darker)"" for DIRECTV NOW Super Saturday Night",2017-02-02T15:13:11Z,PT1M22S,1178552,37,34390,2016,10,none,public,processed,[]
2026-06-25,uhHMWLjL77U,Taylor Swift Sony TX7 Cyber-shot Camera Commercial,2010-04-26T14:44:40Z,PT31S,1559992,35,21289,1794,24,none,public,processed,"[""taylor"", ""swift"", ""sony"", ""cyber"", ""shot"", ""camera"", ""commercial""]"
2026-06-25,OsJ5RyWpY5w,I Don't Wanna Live Forever (Fifty Shades Darker) BTS 2 - Key Light? [EXTENDED],2017-01-27T21:43:14Z,PT1M36S,973135,33,31651,624,10,none,public,processed,"[""ZAYN"", ""Taylor"", ""Swift"", ""Don’t"", ""Wanna"", ""Live"", ""Forever"", ""(Fifty"", ""Shades"", ""Darker)"", ""Fifty"", ""Darker"", ""Soundtrack"", ""Taylor Swift"", ""Fifty Shades"", ""Fifty Shades Darker"", ""Christian Grey"", ""Anastasia Steele"", ""Jamie Dornan"", ""Dakota Johnson""]"
2026-06-25,6wEVDvnqQOM,Behind the scenes of Taylor Swift's week at Staples Center,2013-09-06T16:35:47Z,PT7M6S,829766,33,14736,1021,10,none,public,processed,[]
2026-06-25,AoYtgGHfsG4,Taylor Swift Ice Bucket Challenge with Jamie King,2014-10-06T20:08:47Z,PT55S,666164,32,40859,1303,29,none,public,processed,"[""Ice Bucket Challenge"", ""Taylor Swift (Celebrity)""]"
2026-06-25,DjABPXfE4Fs,Philadelphia :),2008-11-17T20:32:42Z,PT4M6S,530587,32,8616,835,10,none,public,processed,"[""Taylor"", ""Swift"", ""Philadelphia""]"
2026-06-25,1vj3YhYrULo,Wonderstruck Enchanted Taylor Swift Chapter 3,2012-09-20T20:27:33Z,PT31S,576716,31,14968,1005,24,none,public,processed,"[""wonderstruck"", ""enchanted"", ""Perfume"", ""elizabeth arden""]"
2026-06-25,m_4CSbzwPtE,"Taylor And ""Friends""",2008-08-17T22:26:08Z,PT2M17S,1051346,31,11088,1002,10,none,public,processed,"[""taylor"", ""swift"", ""friends"", ""new"", ""album"", ""video""]"
2026-06-25,1G1ES1y6AyI,My band has bad private plane manners.,2008-06-26T21:58:19Z,PT25S,872070,31,10879,614,10,none,public,processed,"[""Taylor"", ""Swift"", ""plane"", ""Grant"", ""Amos""]"
2026-06-25,kpzwfS5x068,Taylor Swift Fragrances Made Of Starlight Musical Edition,2013-12-05T21:24:59Z,PT31S,507301,29,13063,369,10,none,public,processed,[]
2026-06-25,0jWoq3COzts,London!!!,2008-11-17T19:55:46Z,PT4M46S,824194,29,11293,1341,10,none,public,processed,"[""Taylor"", ""Swift""]"
2026-06-25,nfFujEdM0_E,Taylor Swift - Lavender Haze (Jungle Remix),2023-03-03T05:00:23Z,PT3M59S,287566,28,15418,1019,10,none,public,processed,"[""lavender haze"", ""taylor swift"", ""taylor swift lavender haze"", ""lavender haze remix"", ""taylor swift remix"", ""taylor swift midnights remix"", ""midnights songs"", ""midnights remix"", ""taylor swift midnights""]"
2026-06-25,opS9a1_PuWA,Taylor Swift - Love Story (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:20Z,PT3M46S,29869,28,472,76,10,none,public,processed,"[""Taylor"", ""Swift"", ""Love"", ""Story"", ""(Live"", ""From"", ""Clear"", ""Channel"", ""Stripped"", ""2008"", ""Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,1qwxqyac0Z8,Taylor Swift - The Archer First Ever Live Performance,2019-08-23T00:04:42Z,PT4M1S,428355,28,36051,1259,10,none,public,processed,"[""taylor swift archer"", ""taylor swift the archer"", ""taylor swift archer live"", ""archer live"", ""the archer live"", ""taylor swift first performance"", ""taylor swift lovers lounge"", ""taylor swift live"", ""taylor swift performance"", ""taylor swift fan show"", ""small taylor swift show"", ""intimate taylor swift show""]"
2026-06-25,FvodYNcH13Q,Meredith learns about ACM voting...,2012-03-19T16:14:35Z,PT1M39S,1958950,28,57901,4281,24,none,public,processed,"[""taylor"", ""swift"", ""vote"", ""acm"", ""awards"", ""academy"", ""country"", ""music"", ""meredith"", ""cat"", ""entertainer"", ""of"", ""the"", ""year""]"
2026-06-25,U3yPyVFKGG8,New conference table.,2010-03-12T16:10:46Z,PT31S,1361268,28,56889,2234,10,none,public,processed,"[""taylor"", ""swift"", ""conference"", ""table""]"
2026-06-25,M134RqAbiwY,I hope it's gonna make you notice.,2009-03-05T23:28:03Z,PT5M8S,2908713,28,35426,3386,22,none,public,processed,"[""Taylor Swift"", ""Fearless""]"
2026-06-25,PWdT2ONbJbc,Taylor Swift - Livestream Announcement (8/22/19 @ 5pm EST),2019-08-15T18:06:59Z,PT40S,13839132,27,78774,4711,10,none,public,processed,"[""Taylor Swift"", ""Lovers Lounge"", ""Livestream"", ""Live"", ""Taylor Swift Live"", ""Lover"", ""Taylor Swift Lover"", ""YouTube"", ""Livestream Announcement"", ""taylor"", ""swift""]"
2026-06-25,xVKTOX3vMKM,"Taylor Swift talks about ""Welcome to New York""",2014-10-20T11:51:21Z,PT58S,642981,27,11802,335,10,none,public,processed,"[""Taylor Swift (Celebrity)"", ""1989"", ""New York City (City/Town/Village)"", ""Taylor"", ""Swift"", ""New"", ""Album"", ""Songwriter (Profession)"", ""composing"", ""Shake It Off (Composition)"", ""Good Morning America (TV Program)"", ""new song"", ""new single"", ""cut by cut"", ""music"", ""ITunes (Software)"", ""Singing (Musical Instrument)"", ""about welcome to new york""]"
2026-06-25,x2hRdQnbzKQ,Your world is my world.,2009-08-19T16:34:06Z,PT6M22S,1151274,27,27459,2417,24,none,public,processed,"[""Taylor Swift"", ""Fearless"", ""Keith Urban"", ""Kiss""]"
2026-06-25,I4TIvOCa3t8,Taylor Swift Live Webcast on YouTube - 8/13 @ 7pm ET,2012-08-07T13:52:38Z,PT29S,1023574,26,10620,4936,24,none,public,processed,"[""taylor"", ""swift"", ""august"", ""13"", ""announce"", ""live"", ""on"", ""youtube"", ""google"", ""web"", ""chat"", ""fans"", ""questions"", ""announcement"", ""event"", ""#august13""]"
2026-06-25,xDJLsPd6NdY,Taylor Swift - Safe & Sound (Behind The Scenes) ft. The Civil Wars,2012-02-16T08:00:00Z,PT4M4S,1502123,26,21936,1096,10,none,public,processed,"[""Taylor"", ""Swift"", ""Safe"", ""Sound"", ""(Behind"", ""The"", ""Scenes)"", ""Universal"", ""Records"", ""Pop""]"
2026-06-25,ZMt6TFO0zn4,Taylor Swift CoverGirl NatureLuxe,2011-01-06T17:52:21Z,PT31S,978643,25,13027,1368,24,none,public,processed,"[""taylor"", ""swift"", ""covergirl"", ""cover"", ""girl"", ""nature"", ""luxe"", ""natureluxe"", ""makeup"", ""make"", ""up""]"
2026-06-25,1-oRawNFmk4,Taylor Swift - Teardrops On My Guitar (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:00Z,PT3M22S,8127,24,222,19,10,none,public,processed,"[""Taylor"", ""Swift"", ""Teardrops"", ""Guitar"", ""(Live"", ""From"", ""Clear"", ""Channel"", ""Stripped"", ""2008"", ""Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,2SXLyqKAFYU,Taylor Swift - Beautiful Eyes (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:02Z,PT3M2S,14332,22,354,36,10,none,public,processed,"[""Taylor"", ""Swift"", ""Country"", ""taylor swift"", ""taylor swift beautiful eyes"", ""beautiful eyes"", ""taylor beautiful eyes""]"
2026-06-25,dwdtzwua2pY,"Taylor Swift, ZAYN - I Don’t Wanna Live Forever (Fifty Shades Darker) BTS 4 – Glitter Lip [EXTENDED]",2017-02-01T18:30:00Z,PT1M30S,3155209,22,71358,2396,10,none,public,processed,"[""ZAYN"", ""Taylor"", ""Swift"", ""Don’t"", ""Wanna"", ""Live"", ""Forever"", ""(Fifty"", ""Shades"", ""Darker)"", ""Fifty"", ""Darker"", ""Soundtrack""]"
2026-06-25,UfRqjF_8IqQ,Taylor Swift RED Tour Asia announcement,2014-02-13T05:46:11Z,PT42S,276822,22,7501,1253,10,none,public,processed,"[""Taylor Swift (Musical Artist)"", ""Red Tour""]"
2026-06-25,SnN7kIqDgz0,Watching the CMA Announcements!,2009-09-09T20:04:29Z,PT3M21S,979024,22,31855,4168,10,none,public,processed,"[""Taylor"", ""Swift"", ""CMA Awards"", ""Fearless""]"
2026-06-25,8w4A1vVaNmE,"Whisper hello, I miss you quite terribly.",2009-05-08T17:02:16Z,PT4M56S,5699728,22,21083,3095,22,none,public,processed,"[""Taylor Swift"", ""CMT Awards"", ""London""]"
2026-06-25,qvcSth8LvEw,1 with a bullet.,2008-11-25T18:35:47Z,PT4M24S,821870,22,8378,1118,10,none,public,processed,"[""Taylor"", ""Swift"", ""Fearless""]"
2026-06-25,5FODVFJZlTg,"Taylor Swift - #VevoCertified, Pt. 5: You Belong With Me (Taylor Commentary)",2012-10-29T15:45:07Z,PT4M15S,1810046,21,18638,1577,10,none,public,processed,"[""Taylor"", ""Swift"", ""#VEVOCertified"", ""Pt."", ""You"", ""Belong"", ""With"", ""(Taylor"", ""Commentary)"", ""Big"", ""Machine"", ""Records"", ""LLC."", ""Country"", ""Pop""]"
2026-06-25,Tj6qU4dlKeA,Taylor Swift - Fearless (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:21Z,PT3M24S,43320,20,565,63,10,none,public,processed,"[""Taylor"", ""Swift"", ""Fearless"", ""(Live"", ""From"", ""Clear"", ""Channel"", ""Stripped"", ""2008"", ""Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,AbKi_WHS9WA,Taylor Swift - Last Christmas (Audio),2019-12-09T19:45:51Z,PT3M34S,79004,20,1136,61,10,none,public,processed,"[""Taylor"", ""Swift"", ""Last"", ""Christmas"", ""(Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,VhFFAQuAUqo,Fairytale Adventures in Australia and Japan.,2010-03-01T01:21:07Z,PT5M47S,921926,20,15703,1832,10,none,public,processed,"[""taylor"", ""swift"", ""japan"", ""australia"", ""fearless"", ""video"", ""blog"", ""today was a fairytale"", ""fairytale"", ""adventures""]"
2026-06-25,rJVYkPjQf9s,Rascal Flatt's tour and Grey's Anatomy,2008-11-17T20:35:15Z,PT4M9S,367227,20,7176,687,10,none,public,processed,"[""Taylor"", ""Swift"", ""Grey's"", ""Anatomy""]"
2026-06-25,Ivz6lNNAYaE,MySpace Presents: The Fit Featuring Taylor Swift,2008-06-26T23:02:37Z,PT4M12S,699096,20,5413,567,10,none,public,processed,"[""Taylor"", ""Swift"", ""MySpace"", ""The"", ""Fit"", ""fashion"", ""seventeen"", ""cover""]"
2026-06-25,BxZi6jC2JAI,"Behind The Fragrance, Taylor Swift Incredible Things featuring Taylor Swift (Behind The Scenes)",2014-12-15T17:13:20Z,PT1M24S,518375,19,19357,601,10,none,public,processed,"[""Incredible Things"", ""Taylor Swift (Celebrity)"", ""Perfume (Product Category)"", ""Blank Space"", ""Fragrance"", ""Beauty"", ""Behind The Scenes"", ""Music"", ""1989""]"
2026-06-25,sIjKXPXjVxU,"""I Knew You Were Trouble."" Behind-The-Scenes #2",2013-02-05T21:30:26Z,PT3M54S,441916,18,10522,410,10,none,public,processed,"[""taylor"", ""swift"", ""knew"", ""you"", ""were"", ""trouble"", ""when"", ""walked"", ""in"", ""behind"", ""the"", ""scenes"", ""music"", ""video"", ""episode""]"
2026-06-25,dLfkQNnzh2o,Safe & Sound (The Hunger Games: Songs From District 12 And Beyond - The Collaboration),2012-02-29T08:00:00Z,PT4M17S,2459591,18,22520,959,10,none,public,processed,"[""Taylor"", ""Swift"", ""Safe"", ""Sound"", ""Universal"", ""Records"", ""Pop""]"
2026-06-25,mxBSpHji2oo,A Hug From Taylor Swift - Challenge #1,2010-03-25T16:19:23Z,PT3M16S,888738,18,12842,1089,24,none,public,processed,"[""taylor"", ""swift"", ""hug"", ""from"", ""challenge"", ""help"", ""old"", ""lady"", ""across"", ""the"", ""street""]"
2026-06-25,k4lGZmwk0O0,Taylor Swift - Silent Night (Audio),2019-12-07T01:17:54Z,PT3M35S,7212,17,250,34,10,none,public,processed,"[""Taylor"", ""Swift"", ""Silent"", ""Night"", ""(Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,3H21433WdtU,"""Holy Ground"" Live on the RED Tour!",2013-03-15T21:22:06Z,PT45S,362994,17,9064,683,10,none,public,processed,"[""taylor"", ""swift"", ""red"", ""tour"", ""live"", ""holy"", ""ground""]"
2026-06-25,tBEFMmkgu7s,My new favorite thing ... thank you!,2012-04-02T03:49:00Z,PT30S,1201948,17,41682,3746,10,none,public,processed,"[""taylor"", ""swift"", ""acm"", ""awards"", ""country"", ""music"", ""entertainer"", ""of"", ""the"", ""year""]"
2026-06-25,PVtlDvh74H8,A Hug From Taylor Swift - Challenge #3,2010-04-24T03:58:16Z,PT1M3S,1016001,17,8268,895,24,none,public,processed,"[""taylor"", ""swift"", ""hug"", ""from""]"
2026-06-25,QDiyzUSx288,Taylor Swift - Change (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:10Z,PT4M23S,7209,16,314,110,10,none,public,processed,"[""Taylor"", ""Swift"", ""Change"", ""(Live"", ""From"", ""Clear"", ""Channel"", ""Stripped"", ""2008"", ""Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,jinbX0hwYOo,"""I Knew You Were Trouble."" Behind-The-Scenes #3",2013-02-05T21:31:21Z,PT3M37S,425324,16,10778,485,10,none,public,processed,"[""taylor"", ""swift"", ""knew"", ""you"", ""were"", ""trouble"", ""when"", ""walked"", ""in"", ""behind"", ""the"", ""scenes"", ""music"", ""video"", ""episode""]"
2026-06-25,MHDjff07l0I,Thanksgiving break and The Academy Is...,2009-03-06T00:20:07Z,PT5M23S,662288,16,8264,795,22,none,public,processed,"[""Taylor Swift"", ""Fearless"", ""Thanksgiving""]"
2026-06-25,bkADPxWSeak,Behind The Scenes @ CMA Music Festival,2008-09-02T17:53:24Z,PT1M33S,321305,16,3801,272,10,none,public,processed,"[""Taylor"", ""Swift"", ""CMA"", ""Music"", ""Festival""]"
2026-06-25,o_CgCUINYmQ,Taylor Swift - Untouchable (Live From Clear Channel Stripped 2008 / Audio),2020-04-24T04:00:17Z,PT3M49S,15355,15,323,33,10,none,public,processed,"[""Taylor"", ""Swift"", ""Untouchable"", ""(Live"", ""From"", ""Clear"", ""Channel"", ""Stripped"", ""2008"", ""Audio)"", ""Big"", ""Machine"", ""Records"", ""LLC"", ""Country""]"
2026-06-25,YoJj-5nAGpM,Taylor Swift's RED Tour Announcement!,2012-10-27T01:56:56Z,PT1M3S,531312,15,10538,3216,10,none,public,processed,"[""TS102412"", ""REDTourAnnounce"", ""V4"", ""H264""]"
2026-06-25,weQBrpLffrA,Taylor Swift Billboard Woman of the Year,2012-06-04T17:04:19Z,PT5M27S,1009913,15,37313,2044,10,none,public,processed,"[""taylor"", ""swift"", ""billboard"", ""music"", ""awards"", ""woman"", ""of"", ""the"", ""year"", ""Taylor Swift (Musical Artist)"", ""Award""]"
2026-06-25,w7p_BCIX-rw,A Hug From Taylor Swift - The Final Challenge,2010-06-02T18:44:29Z,PT5M6S,561942,15,13370,1424,24,none,public,processed,"[""hug"", ""from"", ""taylor"", ""swift"", ""final"", ""challenge"", ""auburn"", ""university""]"
2026-06-25,66kn6Dcr12E,Taylor Swift's reputation Stadium Tour - Trailer,2017-12-13T15:00:00Z,PT31S,567052,14,33425,2152,10,none,public,processed,"[""taylor swift"", ""reputation"", ""rep"", ""taylor swift's reputation stadium tour"", ""live"", ""event"", ""worldwide"", ""north america"", ""look what you made me do"", ""ready for it"", ""end game""]"
2026-06-25,LyoTb3fxEnU,Some extraordinary news...,2013-01-27T20:59:07Z,PT45S,1181141,14,19702,3135,24,none,public,processed,"[""taylor"", ""swift"", ""diet"", ""coke""]"
2026-06-25,45KfDAgw_Is,November 11th.,2008-11-17T20:58:44Z,PT5M51S,718324,14,7263,977,10,none,public,processed,"[""Taylor"", ""Swift"", ""Fearless""]"
2026-06-25,UY3UfH-ittk,Taylor’s Diary - My 13 Year Old Self (Exclusive Reading from Deluxe Edition Lover Album),2019-08-23T00:05:21Z,PT1M57S,269962,13,19877,485,10,none,public,processed,"[""taylot swift"", ""taylor swift lovers loung live"", ""lovers lounge"", ""lovers lounge live"", ""taylor swift diary""]"
2026-06-25,QQVHNOxYv5E,Taylor Swift's 'Journey to Fearless' on The Hub,2010-10-19T23:10:37Z,PT31S,404113,13,5183,542,24,none,public,processed,"[""Taylor"", ""swift"", ""the"", ""hub"", ""journey"", ""to"", ""fearless"", ""special""]"
